Last_Update,Country_Region,Year,Confirmed,Deaths,Incident_Rate,Case_Fatality_Ratio
2020-03-27 23:23:03,Austria,2020,6237.0,65.0,0.0,0.0
2020-03-27 23:23:03,Belgium,2020,7284.0,289.0,0.0,0.0
2020-03-27 23:23:03,Bulgaria,2020,293.0,3.0,0.0,0.0
2020-03-27 23:23:03,Croatia,2020,586.0,3.0,0.0,0.0
2020-03-27 23:23:03,Cyprus,2020,146.0,3.0,0.0,0.0
2020-03-27 23:23:03,Czechia,2020,2279.0,9.0,0.0,0.0
2020-03-27 23:23:03,Denmark,2020,2200.0,52.0,0.0,0.0
2020-03-27 23:23:03,Estonia,2020,575.0,1.0,0.0,0.0
2020-03-27 23:23:03,Finland,2020,1301.0,25.0,0.0,0.0
2020-03-27 23:23:03,France,2020,33045.0,1996.0,0.0,0.0
2020-03-27 23:23:03,Germany,2020,50871.0,342.0,0.0,0.0
2020-03-27 23:23:03,Greece,2020,835.0,22.0,0.0,0.0
2020-03-27 23:23:03,Hungary,2020,300.0,10.0,0.0,0.0
2020-03-27 23:23:03,Ireland,2020,2121.0,22.0,0.0,0.0
2020-03-27 23:23:03,Italy,2020,86498.0,9134.0,0.0,0.0
2020-03-27 23:23:03,Latvia,2020,280.0,0.0,0.0,0.0
2020-03-27 23:23:03,Lithuania,2020,183.0,4.0,0.0,0.0
2020-03-27 23:23:03,Luxembourg,2020,1605.0,15.0,0.0,0.0
2020-03-27 23:23:03,Malta,2020,139.0,0.0,0.0,0.0
2020-03-27 23:23:03,Netherlands,2020,8647.0,547.0,0.0,0.0
2020-03-27 23:23:03,Poland,2020,1389.0,16.0,0.0,0.0
2020-03-27 23:23:03,Portugal,2020,4268.0,76.0,0.0,0.0
2020-03-27 23:23:03,Romania,2020,1292.0,26.0,0.0,0.0
2020-03-27 23:23:03,Slovakia,2020,269.0,0.0,0.0,0.0
2020-03-27 23:23:03,Slovenia,2020,632.0,9.0,0.0,0.0
2020-03-27 23:23:03,Spain,2020,65719.0,5138.0,0.0,0.0
2020-03-27 23:23:03,Sweden,2020,3069.0,105.0,0.0,0.0
2020-03-28 23:05:00,Austria,2020,7293.0,81.0,0.0,0.0
2020-03-28 23:05:00,Belgium,2020,9134.0,353.0,0.0,0.0
2020-03-28 23:05:00,Bulgaria,2020,331.0,7.0,0.0,0.0
2020-03-28 23:05:00,Croatia,2020,657.0,5.0,0.0,0.0
2020-03-28 23:05:00,Cyprus,2020,162.0,5.0,0.0,0.0
2020-03-28 23:05:00,Czechia,2020,2631.0,11.0,0.0,0.0
2020-03-28 23:05:00,Denmark,2020,2366.0,65.0,0.0,0.0
2020-03-28 23:05:00,Estonia,2020,645.0,1.0,0.0,0.0
2020-03-28 23:05:00,Finland,2020,1396.0,27.0,0.0,0.0
2020-03-28 23:05:00,France,2020,37693.0,2314.0,0.0,0.0
2020-03-28 23:05:00,Germany,2020,57695.0,433.0,0.0,0.0
2020-03-28 23:05:00,Greece,2020,835.0,22.0,0.0,0.0
2020-03-28 23:05:00,Hungary,2020,343.0,11.0,0.0,0.0
2020-03-28 23:05:00,Ireland,2020,2415.0,36.0,0.0,0.0
2020-03-28 23:05:00,Italy,2020,92472.0,10023.0,0.0,0.0
2020-03-28 23:05:00,Latvia,2020,305.0,0.0,0.0,0.0
2020-03-28 23:05:00,Lithuania,2020,227.0,4.0,0.0,0.0
2020-03-28 23:05:00,Luxembourg,2020,1831.0,18.0,0.0,0.0
2020-03-28 23:05:00,Malta,2020,149.0,0.0,0.0,0.0
2020-03-28 23:05:00,Netherlands,2020,9819.0,640.0,0.0,0.0
2020-03-28 23:05:00,Poland,2020,1638.0,18.0,0.0,0.0
2020-03-28 23:05:00,Portugal,2020,5170.0,100.0,0.0,0.0
2020-03-28 23:05:00,Romania,2020,1452.0,37.0,0.0,0.0
2020-03-28 23:05:00,Slovakia,2020,292.0,0.0,0.0,0.0
2020-03-28 23:05:00,Slovenia,2020,684.0,9.0,0.0,0.0
2020-03-28 23:05:00,Spain,2020,73235.0,5982.0,0.0,0.0
2020-03-28 23:05:00,Sweden,2020,3447.0,105.0,0.0,0.0
2020-03-29 23:08:00,Austria,2020,8100.0,101.0,0.0,0.0
2020-03-29 23:08:00,Belgium,2020,10836.0,431.0,0.0,0.0
2020-03-29 23:08:00,Bulgaria,2020,346.0,8.0,0.0,0.0
2020-03-29 23:08:00,Croatia,2020,713.0,6.0,0.0,0.0
2020-03-29 23:08:00,Cyprus,2020,179.0,5.0,0.0,0.0
2020-03-29 23:08:00,Czechia,2020,2817.0,16.0,0.0,0.0
2020-03-29 23:08:00,Denmark,2020,2564.0,72.0,0.0,0.0
2020-03-29 23:08:00,Estonia,2020,679.0,3.0,0.0,0.0
2020-03-29 23:08:00,Finland,2020,1473.0,31.0,0.0,0.0
2020-03-29 23:08:00,France,2020,40296.0,2608.0,0.0,0.0
2020-03-29 23:08:00,Germany,2020,62095.0,533.0,0.0,0.0
2020-03-29 23:08:00,Greece,2020,1156.0,38.0,0.0,0.0
2020-03-29 23:08:00,Hungary,2020,408.0,13.0,0.0,0.0
2020-03-29 23:08:00,Ireland,2020,2615.0,46.0,0.0,0.0
2020-03-29 23:08:00,Italy,2020,97689.0,10779.0,0.0,0.0
2020-03-29 23:08:00,Latvia,2020,347.0,0.0,0.0,0.0
2020-03-29 23:08:00,Lithuania,2020,263.0,4.0,0.0,0.0
2020-03-29 23:08:00,Luxembourg,2020,1950.0,21.0,0.0,0.0
2020-03-29 23:08:00,Malta,2020,151.0,0.0,0.0,0.0
2020-03-29 23:08:00,Netherlands,2020,10930.0,772.0,0.0,0.0
2020-03-29 23:08:00,Poland,2020,1862.0,22.0,0.0,0.0
2020-03-29 23:08:00,Portugal,2020,5962.0,119.0,0.0,0.0
2020-03-29 23:08:00,Romania,2020,1815.0,43.0,0.0,0.0
2020-03-29 23:08:00,Slovakia,2020,314.0,0.0,0.0,0.0
2020-03-29 23:08:00,Slovenia,2020,730.0,11.0,0.0,0.0
2020-03-29 23:08:00,Spain,2020,80110.0,6803.0,0.0,0.0
2020-03-29 23:08:00,Sweden,2020,3700.0,110.0,0.0,0.0
2020-03-30 22:52:00,Austria,2020,8717.0,120.0,0.0,0.0
2020-03-30 22:52:00,Belgium,2020,11899.0,513.0,0.0,0.0
2020-03-30 22:52:00,Bulgaria,2020,359.0,8.0,0.0,0.0
2020-03-30 22:52:00,Croatia,2020,790.0,6.0,0.0,0.0
2020-03-30 22:52:00,Cyprus,2020,214.0,6.0,0.0,0.0
2020-03-30 22:52:00,Czechia,2020,3001.0,23.0,0.0,0.0
2020-03-30 22:52:00,Denmark,2020,2755.0,77.0,0.0,0.0
2020-03-30 22:52:00,Estonia,2020,715.0,3.0,0.0,0.0
2020-03-30 22:52:00,Finland,2020,1543.0,41.0,0.0,0.0
2020-03-30 22:52:00,France,2020,44645.0,3025.0,0.0,0.0
2020-03-30 22:52:00,Germany,2020,66885.0,645.0,0.0,0.0
2020-03-30 22:52:00,Greece,2020,1156.0,38.0,0.0,0.0
2020-03-30 22:52:00,Hungary,2020,447.0,15.0,0.0,0.0
2020-03-30 22:52:00,Ireland,2020,2910.0,54.0,0.0,0.0
2020-03-30 22:52:00,Italy,2020,101739.0,11591.0,0.0,0.0
2020-03-30 22:52:00,Latvia,2020,376.0,0.0,0.0,0.0
2020-03-30 22:52:00,Lithuania,2020,280.0,4.0,0.0,0.0
2020-03-30 22:52:00,Luxembourg,2020,1988.0,22.0,0.0,0.0
2020-03-30 22:52:00,Malta,2020,156.0,0.0,0.0,0.0
2020-03-30 22:52:00,Netherlands,2020,11817.0,865.0,0.0,0.0
2020-03-30 22:52:00,Poland,2020,2055.0,31.0,0.0,0.0
2020-03-30 22:52:00,Portugal,2020,6408.0,140.0,0.0,0.0
2020-03-30 22:52:00,Romania,2020,2109.0,65.0,0.0,0.0
2020-03-30 22:52:00,Slovakia,2020,336.0,0.0,0.0,0.0
2020-03-30 22:52:00,Slovenia,2020,756.0,11.0,0.0,0.0
2020-03-30 22:52:00,Spain,2020,87956.0,7716.0,0.0,0.0
2020-03-30 22:52:00,Sweden,2020,4028.0,146.0,0.0,0.0
2020-03-31 23:43:43,Austria,2020,9264.0,134.0,0.0,0.0
2020-03-31 23:43:43,Belgium,2020,12775.0,705.0,0.0,0.0
2020-03-31 23:43:43,Bulgaria,2020,399.0,8.0,0.0,0.0
2020-03-31 23:43:43,Croatia,2020,867.0,6.0,0.0,0.0
2020-03-31 23:43:43,Cyprus,2020,230.0,7.0,0.0,0.0
2020-03-31 23:43:43,Czechia,2020,3308.0,31.0,0.0,0.0
2020-03-31 23:43:43,Denmark,2020,3039.0,90.0,0.0,0.0
2020-03-31 23:43:43,Estonia,2020,745.0,4.0,0.0,0.0
2020-03-31 23:43:43,Finland,2020,1672.0,51.0,0.0,0.0
2020-03-31 23:43:43,France,2020,52281.0,3526.0,0.0,0.0
2020-03-31 23:43:43,Germany,2020,71808.0,775.0,0.0,0.0
2020-03-31 23:43:43,Greece,2020,1156.0,38.0,0.0,0.0
2020-03-31 23:43:43,Hungary,2020,492.0,16.0,0.0,0.0
2020-03-31 23:43:43,Ireland,2020,3235.0,71.0,0.0,0.0
2020-03-31 23:43:43,Italy,2020,105792.0,12428.0,0.0,0.0
2020-03-31 23:43:43,Latvia,2020,398.0,0.0,0.0,0.0
2020-03-31 23:43:43,Lithuania,2020,353.0,4.0,0.0,0.0
2020-03-31 23:43:43,Luxembourg,2020,2178.0,23.0,0.0,0.0
2020-03-31 23:43:43,Malta,2020,169.0,0.0,0.0,0.0
2020-03-31 23:43:43,Netherlands,2020,12667.0,1040.0,0.0,0.0
2020-03-31 23:43:43,Poland,2020,2311.0,33.0,0.0,0.0
2020-03-31 23:43:43,Portugal,2020,7443.0,160.0,0.0,0.0
2020-03-31 23:43:43,Romania,2020,2245.0,82.0,0.0,0.0
2020-03-31 23:43:43,Slovakia,2020,363.0,0.0,0.0,0.0
2020-03-31 23:43:43,Slovenia,2020,802.0,15.0,0.0,0.0
2020-03-31 23:43:43,Spain,2020,95923.0,8464.0,0.0,0.0
2020-03-31 23:43:43,Sweden,2020,4435.0,180.0,0.0,0.0
2020-04-01 21:58:34,Austria,2020,9937.0,155.0,0.0,0.0
2020-04-01 21:58:34,Belgium,2020,13964.0,828.0,0.0,0.0
2020-04-01 21:58:34,Bulgaria,2020,422.0,10.0,0.0,0.0
2020-04-01 21:58:34,Croatia,2020,963.0,6.0,0.0,0.0
2020-04-01 21:58:34,Cyprus,2020,262.0,8.0,0.0,0.0
2020-04-01 21:58:34,Czechia,2020,3508.0,39.0,0.0,0.0
2020-04-01 21:58:34,Denmark,2020,3290.0,104.0,0.0,0.0
2020-04-01 21:58:34,Estonia,2020,779.0,5.0,0.0,0.0
2020-04-01 21:58:34,Finland,2020,1797.0,58.0,0.0,0.0
2020-04-01 21:58:34,France,2020,57125.0,4408.0,0.0,0.0
2020-04-01 21:58:34,Germany,2020,77872.0,920.0,0.0,0.0
2020-04-01 21:58:34,Greece,2020,1156.0,38.0,0.0,0.0
2020-04-01 21:58:34,Hungary,2020,525.0,20.0,0.0,0.0
2020-04-01 21:58:34,Ireland,2020,3447.0,85.0,0.0,0.0
2020-04-01 21:58:34,Italy,2020,110574.0,13155.0,0.0,0.0
